,laptop_ID,Company,TypeName,Inches,Ram,Weight,Price_euros,Width,Height,Touchscreen,CPU_Company,CPU_Type,CPU_GHZ,GPU_Company,GPU_Type,Memory_Size,Memory_Type,OpSys_Main,Model
166,1240,15-bw009nv,Notebook,15.6,6.0,2.1,529.0,1920.0,1080.0,0,AMD,A12,2.7GHz,AMD,,1TB,HDD,Windows,(A12-9720P/6GB/1TB/Radeon
167,964,ZBook,Workstation,15.6,8.0,2.0,2249.0,1920.0,1080.0,0,Intel,i7,2.7GHz,Nvidia,,8GB,SSD,Windows,Studio
168,1068,XPS,Ultrabook,13.3,16.0,1.2,2254.0,3200.0,1800.0,1,Intel,i7,2.7GHz,Intel,,1TB,SSD,Windows,13
169,1156,ThinkPad,2 in 1 Convertible,14.0,16.0,2.8,2440.0,2560.0,1440.0,1,Intel,i7,2.6GHz,Intel,,512GB,SSD,Windows,X1
170,51,Yoga,2 in 1 Convertible,10.1,4.0,0.69,319.0,1920.0,1200.0,1,Intel,x5,1.44GHz,Intel,,64GB,Flash Storage,Android,Book
171,1311,IdeaPad,Notebook,15.6,8.0,2.6,899.0,1920.0,1080.0,0,Intel,i7,2.6GHz,Nvidia,GTX,1TB,HDD,Windows,Y700-15ISK
172,1308,Inspiron,Notebook,15.6,6.0,2.3,459.0,1366.0,768.0,0,Intel,i3,2.4GHz,Intel,,1TB,HDD,Windows,3567
173,219,MateBook,Ultrabook,13.0,8.0,1.05,1499.0,2160.0,1440.0,0,Intel,i7,2.7GHz,Intel,,512GB,SSD,Windows,X
174,486,Portege,Notebook,13.3,8.0,1.05,1672.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,X30-D-10J
175,1004,EliteBook,Netbook,12.5,8.0,0.97,1908.0,1920.0,1080.0,0,Intel,M 6,1.2GHz,Intel,,512GB,SSD,Windows,Folio
176,491,ThinkPad,Notebook,15.6,4.0,2.3,565.0,1366.0,768.0,0,Intel,i3,2.0GHz,Intel,,128GB,SSD,Windows,E570
177,1027,EliteBook,Ultrabook,14.0,8.0,1.54,1887.21,1920.0,1080.0,0,Intel,i7,2.5GHz,Intel,,256GB,SSD,Windows,840
178,293,Legion,Gaming,15.6,16.0,2.5,1179.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,256GB,SSD +  1TB HDD,Windows,Y520-15IKBN
179,926,ProBook,Notebook,15.6,8.0,2.04,1018.99,1920.0,1080.0,0,Intel,i7,2.7GHz,Nvidia,,256GB,SSD,Windows,450
180,1097,Yoga,2 in 1 Convertible,10.1,4.0,0.69,646.27,1920.0,1200.0,1,Intel,x5,1.44GHz,Intel,,64GB,Flash Storage,Windows,Book
181,1224,15-bs025nv,Notebook,15.6,8.0,1.91,579.0,1366.0,768.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,(i5-7200U/8GB/256GB/W10)
182,876,Probook,Notebook,15.6,4.0,2.07,910.0,1920.0,1080.0,0,Intel,i5,2.3GHz,Intel,,500GB,HDD,Windows,450
183,617,Thinkpad,Notebook,15.6,32.0,2.5,4899.0,3840.0,2160.0,0,Intel,E3,3.1GHz,Nvidia,,1TB,SSD,Windows,P51
184,884,Thinkpad,Notebook,13.3,4.0,1.44,735.0,1920.0,1080.0,0,Intel,i3,2.4GHz,Intel,,180GB,SSD,Windows,13
185,807,Yoga,2 in 1 Convertible,13.9,8.0,1.38,1349.0,1920.0,1080.0,1,Intel,i7,2.7GHz,Intel,,256GB,SSD,Windows,910-13IKB
186,888,Mi,Ultrabook,13.3,8.0,1.28,935.0,1920.0,1080.0,0,Intel,i5,2.3GHz,Nvidia,,256GB,SSD,Windows,Notebook
187,473,Aspire,Notebook,15.6,4.0,2.2,469.0,1366.0,768.0,0,Intel,i3,2GHz,Nvidia,GTX,500GB,HDD,Windows,5
188,1035,Portg,Ultrabook,13.3,8.0,1.2,1590.0,1920.0,1080.0,0,Intel,i5,2.3GHz,Intel,,256GB,SSD,Windows,Z30-C-16K
189,182,V310-15IKB,Notebook,15.6,8.0,1.9,813.0,1920.0,1080.0,0,Intel,i5,2.5GHz,AMD,,128GB,SSD +  1TB HDD,Windows,(i5-7200U/8GB/1TB
190,657,Thinkpad,Ultrabook,12.5,8.0,1.36,1584.0,1920.0,1080.0,0,Intel,i7,2.7GHz,Intel,,256GB,SSD,Windows,X270
191,860,250,Notebook,15.6,4.0,1.86,299.0,1366.0,768.0,0,Intel,N3060,1.6GHz,Intel,,128GB,SSD,No,G6
192,145,Legion,Gaming,15.6,8.0,2.4,869.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,256GB,SSD,No,Y520-15IKBN
193,558,Latitude,Notebook,15.6,8.0,1.9,1116.99,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,5580
194,824,Thinkpad,Ultrabook,14.0,8.0,1.32,1859.0,1920.0,1080.0,0,Intel,i7,2.7GHz,Intel,,256GB,SSD,Windows,T470s
195,763,Pro,Notebook,15.6,4.0,2.37,849.9,1366.0,768.0,0,Intel,i7,2.7GHz,Intel,,256GB,SSD,Windows,P2540UA-XO0192R
196,732,GL72M,Gaming,17.3,8.0,2.7,1348.48,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,7REX
197,309,GL553VE-FY082T,Gaming,15.6,8.0,2.5,1265.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,(i7-7700HQ/8GB/1TB
198,990,ThinkPad,Notebook,14.0,4.0,1.7,1002.0,1366.0,768.0,0,Intel,i5,2.3GHz,Intel,,508GB,Hybrid,Windows,T460
199,411,GE73VR,Gaming,17.3,16.0,2.8,2249.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,256GB,SSD +  1TB HDD,Windows,7RF
200,238,Vostro,Notebook,14.0,8.0,1.6,859.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,5468
201,874,Legion,Gaming,15.6,8.0,2.5,1017.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,GTX,1TB,HDD,No,Y520-15IKBN
202,407,IdeaPad,Notebook,15.6,4.0,2.2,306.0,1366.0,768.0,0,Intel,N3350,1.1GHz,Intel,,1TB,HDD,Windows,320-15IAP
203,1163,ZBook,Workstation,15.6,8.0,2.0,1899.0,1920.0,1080.0,0,Intel,i7,2.6GHz,Nvidia,,256GB,SSD,Windows,Studio
204,412,Zenbook,Ultrabook,14.0,8.0,1.1,1873.0,1920.0,1080.0,0,Intel,i7,2.7GHz,Intel,,512GB,SSD,Windows,3
205,578,14-am079na,Notebook,14.0,8.0,1.94,389.0,1366.0,768.0,0,Intel,N3710,1.6GHz,Intel,,2TB,HDD,Windows,(N3710/8GB/2TB/W10)
206,168,Aspire,Notebook,15.6,4.0,2.1,348.0,1366.0,768.0,0,Intel,N3350,1.1GHz,Intel,,1TB,HDD,Windows,A315-31
207,1147,L403NA-GA013TS,Notebook,14.0,4.0,1.5,278.0,1366.0,768.0,0,Intel,N3350,1.1GHz,Intel,,32GB,Flash Storage,Windows,(N3350/4GB/32GB/W10)
208,1222,FX502VM-DM105T,Gaming,15.6,8.0,2.2,1169.0,1920.0,1080.0,0,Intel,i7,2.6GHz,Nvidia,GTX,1TB,HDD,Windows,(i7-6700HQ/8GB/1TB/GeForce
209,568,V330-15IKB,Notebook,15.6,4.0,2.05,630.0,1920.0,1080.0,0,Intel,i3,2.7GHz,Intel,,128GB,SSD,Windows,(i3-7130U/4GB/128GB/FHD/W10)
210,1162,Spectre,2 in 1 Convertible,13.3,8.0,1.48,1799.0,2560.0,1440.0,1,Intel,i7,2.6GHz,Intel,,256GB,SSD,Windows,Pro
211,343,Elitebook,Notebook,15.6,8.0,1.84,1144.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,850
212,1201,Aspire,Notebook,15.6,4.0,2.1,333.0,1366.0,768.0,0,Intel,N3350,2GHz,Intel,,500GB,HDD,Windows,3
213,900,IdeaPad,Notebook,17.3,4.0,2.8,379.0,1600.0,900.0,0,AMD,A4,2.2GHz,AMD,,500GB,HDD,Windows,110-17ACL
214,300,Legion,Gaming,15.6,8.0,3.2,1299.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,1TB,HDD,Windows,Y720-15IKB
215,23,255,Notebook,15.6,4.0,1.86,258.0,1366.0,768.0,0,AMD,E2,1.5GHz,AMD,,500GB,HDD,No,G6
216,703,TravelMate,Netbook,11.6,4.0,1.4,269.0,1366.0,768.0,0,Intel,N3050,1.6GHz,Intel,,32GB,Flash Storage,Windows,B117-M
217,831,Thinkpad,Ultrabook,14.0,8.0,1.13,2499.0,1920.0,1080.0,0,Intel,i7,2.7GHz,Intel,,512GB,SSD,Windows,X1
218,190,XPS,Notebook,15.6,16.0,2.06,2397.0,3840.0,2160.0,1,Intel,i7,2.8GHz,Nvidia,GTX,512GB,SSD,Windows,15
219,389,IdeaPad,Notebook,14.0,8.0,1.5,1099.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,,256GB,SSD,Windows,720S-14IKB
220,367,Zenbook,Notebook,14.0,8.0,2.0,945.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,UX410UA-GV027T
221,654,Swift,Ultrabook,14.0,8.0,1.8,919.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,3
222,540,SmartBook,Notebook,13.3,4.0,1.2,369.0,1920.0,1080.0,0,Intel,N3450,1.1GHz,Intel,,32GB,SSD,Windows,Edge
223,280,Inspiron,Notebook,15.6,12.0,2.3,713.07,1366.0,768.0,0,Intel,i7,2.7GHz,Intel,,1TB,HDD,Windows,5567
224,41,X540UA-DM186,Notebook,15.6,4.0,2.0,389.0,1920.0,1080.0,0,Intel,i3,2GHz,Intel,,1TB,HDD,Linux,(i3-6006U/4GB/1TB/FHD/Linux)
225,447,IdeaPad,Notebook,17.3,8.0,2.8,519.0,1600.0,900.0,0,AMD,A6,2.5GHz,AMD,,1TB,HDD,Windows,320-15AST
226,1317,Yoga,2 in 1 Convertible,13.3,16.0,1.3,1499.0,3200.0,1800.0,1,Intel,i7,2.5GHz,Intel,,512GB,SSD,Windows,900-13ISK
227,810,Pro,Notebook,15.6,8.0,2.37,1099.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,P2540UA-XS51
228,47,IdeaPad,Notebook,15.6,4.0,2.2,369.0,1366.0,768.0,0,Intel,i3,2GHz,Intel,,128GB,SSD,No,320-15ISK
229,129,Probook,Notebook,14.0,8.0,1.63,812.0,1920.0,1080.0,0,Intel,i5,1.6GHz,Intel,,1TB,HDD,Windows,440
230,869,Inspiron,Notebook,13.3,8.0,1.62,649.0,1920.0,1080.0,1,Intel,i5,2.3GHz,Intel,,1TB,HDD,Windows,5368
231,1312,Pavilion,Notebook,15.6,6.0,2.04,549.99,1920.0,1080.0,0,AMD,A9,2.9GHz,AMD,,0TB,Hybrid,Windows,15-AW003nv
232,201,ProBook,Notebook,13.3,8.0,1.49,959.0,1920.0,1080.0,0,Intel,i5,1.6GHz,Intel,,512GB,SSD,Windows,430
233,196,Mi,Ultrabook,13.3,8.0,1.3,999.9,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,,256GB,SSD,No,Notebook
234,800,K146,Notebook,14.0,4.0,1.22,202.9,1920.0,1080.0,0,Intel,N3350,1.1GHz,Intel,,32GB,Flash Storage,Windows,(N3350/4GB/32GB/W10)
235,832,GL62M,Gaming,15.6,8.0,2.4,1199.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,GTX,256GB,SSD,Windows,7RD
236,565,15-bw007nv,Notebook,15.6,6.0,1.91,568.9,1920.0,1080.0,0,AMD,A10,2.5GHz,AMD,,128GB,SSD,Windows,(A10-9620P/6GB/128GB/Radeon
237,1255,Vostro,Notebook,15.6,4.0,2.24,737.0,1366.0,768.0,0,Intel,i5,2.3GHz,Intel,,500GB,HDD,Windows,3559
238,1087,EliteBook,Ultrabook,12.5,8.0,1.26,1199.0,1920.0,1080.0,0,Intel,i5,2.3GHz,Intel,,256GB,SSD,Windows,820
239,215,Aspire,Notebook,15.6,8.0,2.4,779.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,1TB,HDD,Linux,7
240,319,VivoBook,2 in 1 Convertible,11.6,2.0,1.1,275.0,1366.0,768.0,1,Intel,N3350,1.1GHz,Intel,,32GB,Flash Storage,Windows,Flip
241,583,Tecra,Ultrabook,14.0,16.0,1.24,1865.0,1920.0,1080.0,1,Intel,i7,2.7GHz,Intel,,512GB,SSD,Windows,X40-D-10H
242,291,Thinkpad,Notebook,15.6,8.0,1.95,1097.0,1920.0,1080.0,0,Intel,i7,2.7GHz,Intel,,256GB,SSD,Windows,T570
243,950,Vostro,Notebook,15.6,4.0,2.18,558.6,1366.0,768.0,0,Intel,i3,2.0GHz,Intel,,1TB,HDD,Windows,3568
244,446,VivoBook,Notebook,15.6,4.0,2.0,559.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Linux,Max
245,102,Omen,Gaming,15.6,12.0,2.62,1249.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,15-ce007nv
246,14,Inspiron,Notebook,15.6,4.0,2.2,498.9,1920.0,1080.0,0,Intel,i3,2GHz,AMD,,256GB,SSD,Windows,3567
247,303,IdeaPad,Notebook,15.6,6.0,2.4,499.0,1920.0,1080.0,0,AMD,A10,2.4GHz,AMD,,1TB,HDD,Windows,310-15ABR
248,542,Latitude,Notebook,15.6,8.0,1.93,1369.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,,256GB,SSD,Windows,5580
249,913,G701VO-IH74K,Gaming,17.3,32.0,3.58,1279.0,1920.0,1080.0,0,Intel,i7,2.7GHz,Nvidia,GTX,256GB,SSD +  256GB SSD,Windows,(i7-6820HK/32GB/2x
250,784,Q524UQ-BHI7T15,2 in 1 Convertible,15.6,12.0,2.3,839.0,1920.0,1080.0,1,Intel,i7,2.7GHz,Nvidia,,2TB,HDD,Windows,(i7-7500U/12GB/2TB/GeForce
251,738,Predator,Gaming,17.3,16.0,4.2,1935.0,1920.0,1080.0,0,Intel,i7,2.6GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,17
252,618,Inspiron,Gaming,15.6,16.0,2.59,879.01,1920.0,1080.0,0,Intel,i7,2.6GHz,Nvidia,GTX,1TB,HDD,Windows,7559
253,858,EliteBook,2 in 1 Convertible,13.3,8.0,1.28,2277.0,1920.0,1080.0,1,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,x360
254,952,Latitude,Ultrabook,14.0,8.0,1.36,1639.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,7480
255,973,Chromebook,2 in 1 Convertible,11.6,4.0,1.25,389.0,1366.0,768.0,1,Intel,N3060,1.6GHz,Intel,,32GB,Flash Storage,Chrome,C738T-C2EJ
256,1118,ZBook,Workstation,17.3,8.0,3.0,2899.0,1920.0,1080.0,0,Intel,i7,2.6GHz,AMD,,1TB,HDD,Windows,17
257,142,Envy,Notebook,13.3,4.0,1.32,699.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,13-AD007nv
258,667,Alienware,Gaming,17.3,32.0,4.42,3147.37,3840.0,2160.0,0,Intel,i7,2.8GHz,Nvidia,GTX,512GB,SSD +  1TB HDD,Windows,17
259,485,Inspiron,Notebook,15.6,8.0,2.2,675.0,1920.0,1080.0,0,Intel,i5,1.6GHz,AMD,,1TB,HDD,Windows,3576
260,1120,Latitude,Ultrabook,12.5,8.0,1.5,1413.1,1366.0,768.0,0,Intel,i5,2.3GHz,Intel,,256GB,SSD,Windows,E5270
261,1238,Thinkpad,Notebook,15.6,8.0,2.3,1529.0,1920.0,1080.0,0,Intel,i7,2.6GHz,Intel,,256GB,SSD,Windows,T560
262,835,ZenBook,2 in 1 Convertible,13.3,8.0,1.1,1358.0,1920.0,1080.0,1,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,Flip
263,1319,15-AC110nv,Notebook,15.6,6.0,2.19,764.0,1366.0,768.0,0,Intel,i7,2.5GHz,AMD,,1TB,HDD,Windows,(i7-6500U/6GB/1TB/Radeon
264,229,Alienware,Gaming,17.3,16.0,4.42,2456.34,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,256GB,SSD +  1TB HDD,Windows,17
265,290,SP315-51,Notebook,15.6,12.0,2.15,659.0,1920.0,1080.0,1,Intel,i7,2.7GHz,Intel,,1TB,HDD,Windows,(i7-7500U/12GB/1TB/FHD/W10)
266,469,Pro,Notebook,15.6,8.0,2.37,749.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,1TB,HDD,Windows,P2540UA-AB51
267,902,Envy,2 in 1 Convertible,13.3,16.0,1.42,1399.0,3200.0,1800.0,1,Intel,i7,2.7GHz,Intel,,256GB,SSD,Windows,x360
268,205,V110-15ISK,Notebook,15.6,4.0,2.1,493.0,1366.0,768.0,0,Intel,i5,2.3GHz,Intel,,128GB,SSD,Windows,(i5-6200U/4GB/128GB/W10)
269,30,ProBook,Notebook,17.3,8.0,2.5,896.0,1920.0,1080.0,0,Intel,i5,1.6GHz,Nvidia,,1TB,HDD,Windows,470
270,855,Vostro,Notebook,15.6,4.0,2.18,739.0,1920.0,1080.0,0,Intel,i7,2.7GHz,AMD,,256GB,SSD,Windows,3568
271,1080,XPS,Ultrabook,13.3,8.0,1.29,1458.0,1920.0,1080.0,0,Intel,i7,2.7GHz,Intel,,256GB,SSD,Windows,13
272,919,Chromebook,Notebook,15.6,4.0,2.2,359.0,1920.0,1080.0,0,Intel,Core 3205,1.5GHz,Intel,,16GB,Flash Storage,Chrome,CB5-571-C1DZ
273,867,X541NA,Notebook,15.6,4.0,2.0,449.0,1366.0,768.0,0,Intel,N4200,1.1GHz,Intel,,1TB,HDD,Windows,(N4200/4GB/1TB/W10)
274,374,Inspiron,Notebook,15.6,8.0,2.33,899.0,1920.0,1080.0,0,Intel,i7,2.7GHz,AMD,,256GB,SSD,Windows,5567
275,450,IdeaPad,Notebook,15.6,4.0,2.2,349.0,1920.0,1080.0,0,Intel,N4200,1.1GHz,Intel,,128GB,SSD,Windows,320-15IAP
276,351,Legion,Gaming,15.6,16.0,2.4,1129.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,256GB,SSD +  2TB HDD,Windows,Y520-15IKBN
277,1233,C740-C9QX,Netbook,11.6,2.0,1.3,174.0,1366.0,768.0,0,Intel,Core 3205,1.5GHz,Intel,,32GB,SSD,Chrome,(3205U/2GB/32GB/Chrome
278,689,L502NA-GO052T,Notebook,15.6,4.0,1.86,419.0,1366.0,768.0,0,Intel,N3350,1.1GHz,Intel,,128GB,SSD,Windows,(N3350/4GB/128GB/W10)
279,216,ROG,Gaming,17.3,16.0,2.9,1407.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,256GB,SSD +  1TB HDD,Windows,GL703VD-GC028T
280,1150,IdeaPad,Notebook,15.6,16.0,2.5,1099.0,1920.0,1080.0,0,Intel,i7,2.5GHz,AMD,,0TB,Hybrid,Windows,500-15ISK
281,1284,Pavilion,Notebook,15.6,6.0,2.04,549.99,1920.0,1080.0,0,AMD,A9,2.9GHz,AMD,,0TB,Hybrid,Windows,15-AW003nv
282,1003,Latitude,Notebook,14.0,8.0,1.6,1119.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,128GB,SSD,Windows,5480
283,1104,Aspire,Notebook,15.6,4.0,2.4,387.0,1366.0,768.0,0,AMD,A8,2.2GHz,AMD,,500GB,HDD,Windows,ES1-523
284,1266,V510-15IKB,Notebook,15.6,8.0,2.3,573.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,No,(i5-7200U/8GB/256GB/FHD/No
285,236,15-rb013nv,Notebook,15.6,4.0,2.1,330.0,1366.0,768.0,0,AMD,Series 9000,1.5GHz,AMD,,500GB,HDD,Windows,(E2-9000e/4GB/500GB/W10)
286,985,Latitude,Ultrabook,14.0,8.0,1.5,1962.98,2560.0,1440.0,1,Intel,i7,2.6GHz,Intel,,256GB,SSD,Windows,E7470
287,1041,ProBook,Notebook,14.0,4.0,1.95,1060.0,1366.0,768.0,0,Intel,i5,2.5GHz,Intel,,500GB,HDD,Windows,640
288,1305,15-AC110nv,Notebook,15.6,6.0,2.19,764.0,1366.0,768.0,0,Intel,i7,2.5GHz,AMD,,1TB,HDD,Windows,(i7-6500U/6GB/1TB/Radeon
289,714,Spin,2 in 1 Convertible,13.3,8.0,1.6,999.0,1920.0,1080.0,1,Intel,i5,1.6GHz,Intel,,256GB,SSD,Windows,5
290,402,15-BW004nv,Ultrabook,15.6,4.0,1.91,499.0,1920.0,1080.0,0,AMD,A9,3GHz,AMD,,256GB,SSD,Windows,(A9-9420/4GB/256GB/Radeon
291,31,LapBook,Notebook,15.6,4.0,1.89,244.99,1920.0,1080.0,0,Intel,x5,1.44GHz,Intel,,64GB,Flash Storage,Windows,"15.6"""
292,483,Precision,Workstation,15.6,8.0,1.78,2408.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,,256GB,SSD,Windows,M5520
293,178,ProBook,Notebook,17.3,8.0,2.5,923.0,1920.0,1080.0,0,Intel,i5,1.6GHz,Nvidia,,256GB,SSD,Windows,470
294,849,Rog,Gaming,17.3,16.0,2.73,1799.0,1920.0,1080.0,0,Intel,i7,2.6GHz,Nvidia,GTX,512GB,SSD +  1TB HDD,Windows,GL702VM-GC017T
295,813,Latitude,Netbook,11.6,4.0,1.63,744.0,1366.0,768.0,0,Intel,N4200,1.1GHz,Intel,,128GB,SSD,Windows,3180
296,279,Satellite,Notebook,15.6,8.0,2.2,812.0,1366.0,768.0,0,Intel,i7,2.5GHz,Nvidia,,500GB,HDD,Windows,Pro
297,666,IdeaPad,Gaming,15.6,8.0,3.31,1196.0,1920.0,1080.0,0,Intel,i7,2.6GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,Y700-15ISK
298,775,X751NV-TY001,Notebook,17.3,4.0,2.8,470.34,1366.0,768.0,0,Intel,N4200,1.1GHz,Nvidia,,1TB,HDD,Windows,(N4200/4GB/1TB/GeForce
299,1112,GS70,Gaming,17.3,8.0,2.6,1599.0,1920.0,1080.0,0,Intel,i7,2.6GHz,Nvidia,GTX,256GB,SSD,Windows,Stealth
300,1261,Inspiron,2 in 1 Convertible,17.3,16.0,2.77,1799.0,1920.0,1080.0,1,Intel,i7,2.7GHz,Nvidia,,512GB,SSD,Windows,7779
301,954,Omen,Gaming,17.3,8.0,2.75,1399.0,1920.0,1080.0,0,Intel,i5,2.3GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,17-W006na
302,898,Rog,Gaming,17.3,12.0,2.2,1369.9,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,GL753VD-GC082T
303,206,Aspire,Notebook,15.6,8.0,2.23,742.0,1920.0,1080.0,0,Intel,i7,2.7GHz,Nvidia,,1TB,HDD,Windows,E5-576G
304,114,XPS,Ultrabook,13.3,8.0,1.23,1379.0,3200.0,1800.0,1,Intel,i7,2.4GHz,Intel,,256GB,SSD,Windows,13
305,1070,250,Notebook,15.6,4.0,1.96,499.0,1366.0,768.0,0,Intel,i5,2.5GHz,Intel,,500GB,HDD,No,G5
306,203,Probook,Notebook,17.3,8.0,2.5,1045.0,1920.0,1080.0,0,Intel,i7,1.8GHz,Nvidia,,256GB,SSD,Windows,470
307,551,VivoBook,Notebook,15.6,4.0,2.0,349.0,1366.0,768.0,0,AMD,Series 7110,1.8GHz,AMD,,500GB,HDD,Windows,X540YA-XX519T
308,272,IdeaPad,Notebook,15.6,4.0,2.2,467.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,1TB,HDD,No,320-15IKBN
309,914,XPS,2 in 1 Convertible,13.3,16.0,1.22,1649.0,1920.0,1080.0,1,Intel,i7,1.3GHz,Intel,,256GB,SSD,Windows,13
310,691,17-bs000nv,Notebook,17.3,4.0,2.5,699.0,1920.0,1080.0,0,Intel,i3,2GHz,AMD,,256GB,SSD,Windows,I3
311,181,GT80S,Gaming,18.4,32.0,4.4,2799.0,1920.0,1080.0,0,Intel,i7,2.9GHz,Nvidia,GTX,512GB,SSD +  1TB HDD,Windows,6QF-074US
312,10,Swift,Ultrabook,14.0,8.0,1.6,770.0,1920.0,1080.0,0,Intel,i5,1.6GHz,Intel,,256GB,SSD,Windows,3
313,853,Vostro,Notebook,15.6,8.0,2.18,713.99,1366.0,768.0,0,Intel,i5,2.5GHz,Intel,,128GB,SSD,Windows,3568
314,1091,Ideapad,Notebook,15.6,4.0,2.3,977.0,1920.0,1080.0,0,Intel,i5,2.3GHz,Nvidia,GTX,1TB,HDD,Windows,700-15ISK
315,595,Ideapad,Notebook,15.6,12.0,2.2,609.0,1366.0,768.0,1,Intel,i7,1.8GHz,Intel,,1TB,HDD,Windows,320-15IKBR
316,1049,EliteBook,Ultrabook,12.5,8.0,1.26,1349.0,1920.0,1080.0,0,Intel,i7,2.5GHz,Intel,,256GB,SSD,Windows,820
317,350,XPS,Ultrabook,13.3,8.0,1.2,1579.0,1920.0,1080.0,0,Intel,i7,1.8GHz,Intel,,256GB,SSD,Windows,13
318,827,Alienware,Gaming,17.3,16.0,4.36,2505.02,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,17
319,1094,Probook,Notebook,15.6,4.0,2.31,940.0,1920.0,1080.0,0,Intel,i5,2.3GHz,Intel,,500GB,HDD,Windows,650
320,202,Omen,Gaming,17.3,16.0,3.35,1379.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,256GB,SSD +  1TB HDD,Windows,17-W295
321,1042,XPS,Ultrabook,13.3,8.0,1.29,1624.0,3200.0,1800.0,1,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,13
322,1144,Omen,Gaming,17.3,8.0,3.35,1129.0,1920.0,1080.0,0,Intel,i5,2.3GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,-
323,953,Alienware,Gaming,17.3,16.0,4.36,2758.0,2560.0,1440.0,0,Intel,i7,2.7GHz,Nvidia,GTX,512GB,SSD +  1TB HDD,Windows,17
324,369,250,Notebook,15.6,8.0,1.86,639.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,1TB,HDD,Windows,G6
325,1119,Legion,Gaming,15.6,16.0,2.4,1199.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,512GB,SSD,Windows,Y520-15IKBN
326,288,Ideapad,Notebook,15.6,6.0,2.2,579.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,320-15IKBN
327,550,Aspire,Gaming,15.6,8.0,2.4,798.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,GTX,1TB,HDD,Linux,7
328,1273,X541NA-GO020T,Notebook,15.6,4.0,2.0,339.0,1366.0,768.0,0,Intel,N3350,1.1GHz,Intel,,1TB,HDD,Windows,(N3350/4GB/1TB/W10)
329,1039,Elitebook,Ultrabook,12.5,4.0,1.26,1559.0,1366.0,768.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,820
